Source,Target,Weight
#conservative,#conservativenews,101
#conservative,#trump,168
#conservative,#republican,318
#conservative,#commentary,9
#conservative,#conversation,8
#conservative,#discussion,8
#conservative,#libertarian,20
#conservative,#news,25
#conservative,#politics,48
#conservative,#conservativenewsdaily,7
#conservative,#staywoke,7
#conservative,#america,35
#conservative,#progressive,11
#conservative,#liberal,45
#conservative,#republicansaredestroyingamerica,3
#conservative,#forward,6
#conservative,#change,7
#conservative,#democrat,55
#conservative,#biden,29
#conservative,#trumpsucks,1
#conservative,#sd25,2
#conservative,#christianconservative,2
#conservative,#leadright,3
#conservative,#keeptexasred,2
#conservative,#gop,48
#conservative,#maga,73
#conservative,#ccot,2
#conservative,#tcot,2
#conservative,#stopthesteal,1
#conservative,#reparations,2
#conservative,#republicans,39
#conservative,#talkradio,3
#conservative,#talkshow,3
#conservative,#podcast,2
#conservative,#bigtech,2
#conservative,#freespeech,4
#conservative,#rondesantis,1
#conservative,#joshhawley,1
#conservative,#soundcloud,3
#conservative,#np,3
#conservative,#atheist,5
#conservative,#atheism,4
#conservative,#bible,3
#conservative,#religion,2
#conservative,#christian,18
#conservative,#sharialaw,1
#conservative,#sharia,1
#conservative,#inflation,2
#conservative,#donaldtrump,27
#conservative,#usa,33
#conservative,#makeamericagreatagain,9
#conservative,#trumptrain,6
#conservative,#kag,11
#conservative,#freedom,23
#conservative,#keepamericagreat,5
#conservative,#americafirst,11
#conservative,#conservativememes,6
#conservative,#rightwing,6
#conservative,#draintheswamp,3
#conservative,#interview,4
#conservative,#candidate,5
#conservative,#midterms,4
#conservative,#texas,12
#conservative,#bidenworstpresidentever,3
#conservative,#forwardtogetherforward,1
#conservative,#acab,2
#conservative,#jesus,6
#conservative,#christianity,13
#conservative,#capitalism,3
#conservative,#catholic,3
#conservative,#reublican,1
#conservative,#jesuschrist,2
#conservative,#unitedstates,5
#conservative,#president,6
#conservative,#january6thinsurrection,2
#conservative,#gryphoneditions,1
#conservative,#leatherbound,1
#conservative,#radio,2
#conservative,#kudos,1
#conservative,#eib,1
#conservative,#elrushbo,1
#conservative,#democracy,6
#conservative,#constitution,2
#conservative,#kansas,1
#conservative,#democrats,29
#conservative,#california,6
#conservative,#illinois,1
#conservative,#tennessee,1
#conservative,#florida,5
#conservative,#pennsylvania,1
#conservative,#senator,3
#conservative,#press,1
#conservative,#assistant,1
#conservative,#washingtondc,1
#conservative,#counselortraining,1
#conservative,#students,1
#conservative,#academicbias,1
#conservative,#survey,2
#conservative,#surveycircle,2
#conservative,#patriotbrief,9
#conservative,#patriot,33
#conservative,#thepatriotbrief,9
#conservative,#conservativebrief,8
#conservative,#theconservativebrief,8
#conservative,#powerhousenews,9
#conservative,#whitesupremacyisterrorism,1
#conservative,#ehitesupremacistslovetrump,1
#conservative,#whitesupremacists,2
#conservative,#trumpsupporters,3
#conservative,#trump2024,12
#conservative,#mondaythoughts,1
#conservative,#republicanmemes,3
#conservative,#catholicchurch,1
#conservative,#superbowl,3
#conservative,#superbowlsunday,2
#conservative,#olympics,3
#conservative,#beijing2022,2
#conservative,#evangelicals,3
#conservative,#omicronvirus,1
#conservative,#tucker,2
#conservative,#alexjones,2
#conservative,#superbowl2022,1
#conservative,#misinformation,1
#conservative,#olympia2022,2
#conservative,#christians,2
#conservative,#omicron,2
#conservative,#txlege,1
#conservative,#texasfirst,1
#conservative,#texansfirst,1
#conservative,#texasandtexansfirst,1
#conservative,#politicians,7
#conservative,#trumprally,2
#conservative,#catholictwitter,1
#conservative,#olympic2022,1
#conservative,#exvangelical,2
#conservative,#bibleverse,1
#conservative,#jesuslovesyou,1
#conservative,#superbowllvi,1
#conservative,#olympicwintergames,1
#conservative,#cia,1
#conservative,#fisa,1
#conservative,#governmentspying,1
#conservative,#j6committee,1
#conservative,#traitors,1
#conservative,#tfg,1
#conservative,#police,5
#conservative,#spotify,3
#conservative,#liberty,8
#conservative,#liberals,3
#conservative,#scamdemic,1
#conservative,#wakeup,2
#conservative,#congress,9
#conservative,#wisconsin,5
#conservative,#rightsideruffians,1
#conservative,#alpolitics,1
#conservative,#lockhimup,1
#conservative,#blm,10
#conservative,#coronavirus,2
#conservative,#dumptrump,2
#conservative,#bernie,2
#conservative,#obama,2
#conservative,#memes,9
#conservative,#bhfyp,4
#conservative,#votebluenomatterwho,2
#conservative,#charlotte,1
#conservative,#northcarolina,1
#conservative,#protest,1
#conservative,#maryland,1
#conservative,#pr,1
#conservative,#caribbean,1
#conservative,#canada,6
#conservative,#tx,1
#conservative,#mexico,1
#conservative,#ca,1
#conservative,#or,1
#conservative,#wa,1
#conservative,#ak,1
#conservative,#hi,1
#conservative,#pacificrim,1
#conservative,#independent,5
#conservative,#radical,1
#conservative,#equality,5
#conservative,#trans,5
#conservative,#feminist,5
#conservative,#feminism,5
#conservative,#transgender,7
#conservative,#covid,16
#conservative,#covid19,7
#conservative,#prolife,7
#conservative,#prochoice,5
#conservative,#abortion,5
#conservative,#socialist,5
#conservative,#socialism,8
#conservative,#leftist,7
#conservative,#communist,6
#conservative,#communism,5
#conservative,#joebiden,9
#conservative,#blockwalk,1
#conservative,#campaign,1
#conservative,#americans,4
#conservative,#deathcult,1
#conservative,#election,13
#conservative,#fashion,3
#conservative,#love,6
#conservative,#maga2020,1
#conservative,#meme,3
#conservative,#repost,1
#conservative,#trump2020,1
#conservative,#trumpfamily,1
#conservative,#trumpforpresident,1
#conservative,#trumpmemes,2
#conservative,#trumpnation,1
#conservative,#trumppence,1
#conservative,#trumpcrimefamilyforprison,1
#conservative,#politicalmemes,7
#conservative,#political,7
#conservative,#indianpolitics,2
#conservative,#rahulgandhi,2
#conservative,#bjp,5
#conservative,#qanon,1
#conservative,#progressives,1
#conservative,#westvirginia,2
#conservative,#democratic,1
#conservative,#joemanchin,1
#conservative,#marcorubio,3
#conservative,#bidenadministration,2
#conservative,#whitehouse,2
#conservative,#life,1
#conservative,#self,1
#conservative,#illiberalright,1
#conservative,#illiberals,1
#conservative,#right,2
#conservative,#conservativeilliberals,1
#conservative,#conservativedemocrats,1
#conservative,#vote,9
#conservative,#elections,2
#conservative,#india,11
#conservative,#electionday,2
#conservative,#voting,3
#conservative,#voteblue,1
#conservative,#narendramodi,3
#conservative,#russia,1
#conservative,#ukraine,1
#conservative,#invasion,1
#conservative,#breakingnews,1
#conservative,#saveamerica,2
#conservative,#baseball,1
#conservative,#rogerclemens,1
#conservative,#sports,1
#conservative,#550kfyi,1
#conservative,#bias,1
#conservative,#circus,1
#conservative,#color,1
#conservative,#mandates,1
#conservative,#media,3
#conservative,#medical,1
#conservative,#narrative,1
#conservative,#newstalk550kfyi,1
#conservative,#restrictions,1
#conservative,#trudeau,1
#conservative,#larryelder,1
#conservative,#sebastiangorka,1
#conservative,#letsgobrandon,7
#conservative,#fjb,6
#conservative,#midterms2022,4
#conservative,#rpof,2
#conservative,#flapol,2
#conservative,#sayfie,2
#conservative,#redwave,7
#conservative,#redwave2022,3
#conservative,#youngrepublicans,2
#conservative,#republicanmajority,2
#conservative,#government,7
#conservative,#instagram,5
#conservative,#climatechange,2
#conservative,#environmentalpolicy,1
#conservative,#questioning,1
#conservative,#election2024,1
#conservative,#pence,1
#conservative,#r4today,1
#conservative,#january6th,1
#conservative,#chadprather,1
#conservative,#texans,1
#conservative,#wearetexans,1
#conservative,#houstontexans,1
#conservative,#footballlife,1
#conservative,#footballwife,1
#conservative,#nonracist,1
#conservative,#conservatives,4
#conservative,#save,1
#conservative,#socialmedia,4
#conservative,#socialmediaforpolitics,4
#conservative,#suffragesocial,4
#conservative,#polarization,1
#conservative,#retireronwyden,1
#conservative,#beebefororegon,1
#conservative,#jasonbeebeforussenate,1
#conservative,#oregonproud,1
#conservative,#nativeoregonian,1
#conservative,#leftists,2
#conservative,#dictator,1
#conservative,#blacklivesmatter,1
#conservative,#antifa,1
#conservative,#god,2
#conservative,#family,1
#conservative,#fightback,1
#conservative,#canadiantruckers,1
#conservative,#freecanada,1
#conservative,#vaccine,1
#conservative,#antivaxxers,1
#conservative,#antimaskers,1
#conservative,#antimandate,2
#conservative,#vaccinemandate,1
#conservative,#vaccinesideeffects,1
#conservative,#truckersconvoy,2
#conservative,#ottawaconvoy,1
#conservative,#nba,1
#conservative,#dnc,1
#conservative,#rnc,6
#conservative,#tedcruz,1
#conservative,#mitchmcconnell,1
#conservative,#pelosi,2
#conservative,#aoc,1
#conservative,#catholicism,1
#conservative,#omicronvariant,2
#conservative,#olympics2022,1
#conservative,#virus,1
#conservative,#1a,4
#conservative,#2a,4
#conservative,#patriots,5
#conservative,#poll,3
#conservative,#surveys,3
#conservative,#taxpayers,1
#conservative,#businesses,1
#conservative,#tax,1
#conservative,#evangelion,1
#conservative,#smallbiz,1
#conservative,#kimkardashian,2
#conservative,#culture,4
#conservative,#society,4
#conservative,#lgbtq,4
#conservative,#masking,2
#conservative,#vaccinne,2
#conservative,#nonbinary,4
#conservative,#based,4
#conservative,#blackconservative,4
#conservative,#gazpacho,2
#conservative,#marjorietaylorgreene,2
#conservative,#history,2
#conservative,#trumpwasright,1
#conservative,#unfuckamerica,1
#conservative,#medicare,1
#conservative,#medicareforall,1
#conservative,#racism,5
#conservative,#victimization,1
#conservative,#mtg,1
#conservative,#mtgazpacho,1
#conservative,#marjorietaylorgreeneissodumb,1
#conservative,#nationalembarassment,1
#conservative,#nazi,2
#conservative,#idiot,1
#conservative,#voteherout,1
#conservative,#georgia,2
#conservative,#ga,2
#conservative,#matadan,1
#conservative,#publicopinion,1
#conservative,#nepal,1
#conservative,#politicaleader,1
#conservative,#freedomconvoy2022,1
#conservative,#freedomconvoy,1
#conservative,#endthemandates,1
#conservative,#northamerica,1
#conservative,#bonniehenry,1
#conservative,#bcpoli,1
#conservative,#bc,1
#conservative,#donotcomply,2
#conservative,#antipass,1
#conservative,#suffrage,3
#conservative,#fightforfreedom,1
#conservative,#proudamerican,1
#conservative,#unitedstatesofamerica,1
#conservative,#marxism,1
#conservative,#trumpisacriminal,1
#conservative,#trumpcult,2
#conservative,#trumpcrimefamily,1
#conservative,#trumpbase,1
#conservative,#china,2
#conservative,#trumpsupporter,1
#conservative,#gophatesusa,1
#conservative,#fascism,1
#conservative,#fascistamerica,1
#conservative,#antisemitism,1
#conservative,#atlanta,1
#conservative,#whitesupremacy,2
#conservative,#bannedbooks,1
#conservative,#biblestudy,1
#conservative,#gophypocrisy,1
#conservative,#crime,1
#conservative,#kinzinger,1
#conservative,#repkinzinger,1
#conservative,#melania,1
#conservative,#racist,3
#conservative,#wednesdaymotivation,1
#conservative,#scientism,1
#conservative,#science,1
#conservative,#medicalfreedom,1
#conservative,#justice,2
#conservative,#cats,1
#conservative,#keepitsane,1
#conservative,#keepitpeaceful,1
#conservative,#keepitvoluntary,1
#conservative,#terroristtruckers,1
#conservative,#terrorists,3
#conservative,#flutruxklan,1
#conservative,#nevervoteconservative,1
#conservative,#abpoli,1
#conservative,#saskatchewan,1
#conservative,#onpoli,1
#conservative,#ableg,2
#conservative,#cndpoli,1
#conservative,#insurrectionists,1
#conservative,#gotzyredlips,2
#conservative,#newyork,4
#conservative,#photography,4
#conservative,#travel,3
#conservative,#a,4
#conservative,#instagood,3
#conservative,#american,6
#conservative,#follow,3
#conservative,#europe,3
#conservative,#london,3
#conservative,#australia,3
#conservative,#art,5
#conservative,#g,2
#conservative,#missouri,1
#conservative,#voteforclifford,1
#conservative,#tngop,1
#conservative,#wcrp,1
#conservative,#williamsoncounty,1
#conservative,#willco,1
#conservative,#franklintn,1
#conservative,#jan6,1
#conservative,#2020election,1
#conservative,#platform,1
#conservative,#ffyr,1
#conservative,#yrnf,1
#conservative,#yrsrun,1
#conservative,#yrswin,1
#conservative,#election2022,1
#conservative,#alachua,1
#conservative,#gainesville,1
#conservative,#uf,1
#conservative,#ufl,1
#conservative,#gators,1
#conservative,#alachuacounty,1
#conservative,#centralflorida,1
#conservative,#msromney,1
#conservative,#pathologicalliar,1
#conservative,#qanoncult,1
#conservative,#legitimatepoliticaldiscourse,1
#conservative,#exgop,1
#conservative,#mayorreymartinez,1
#conservative,#joseperezedu,1
#conservative,#hispanos,1
#conservative,#latinosconvalores,1
#conservative,#tuesdayfeeling,1
#conservative,#race,2
#conservative,#boycotthyundai,1
#conservative,#latamangeshkar,1
#conservative,#happinessmantra,1
#conservative,#boycottkfc,1
#conservative,#boostthewillpower,1
#conservative,#joerogan,2
#conservative,#malone,1
#conservative,#health,1
#conservative,#republicanparty,2
#conservative,#caucuses,1
#conservative,#stomp,1
#conservative,#rights,1
#conservative,#dont,1
#conservative,#establishment,1
#conservative,#nftart,1
#conservative,#nft,1
#conservative,#nftartist,1
#conservative,#nftcommunity,1
#conservative,#nfts,1
#conservative,#nftcollector,1
#conservative,#digitalart,1
#conservative,#cryptoart,1
#conservative,#opensea,1
#conservative,#monkey,1
#conservative,#crypto,2
#conservative,#idpol,1
#conservative,#joinjanice,1
#conservative,#idaho,1
#conservative,#makeidahofreeagain,1
#conservative,#liberalismisamentaldisorder,1
#conservative,#donaldjtrump,1
#conservative,#cult45,3
#conservative,#realmaga,1
#conservative,#gqp,4
#conservative,#angel,1
#conservative,#lgbfjb,1
#conservative,#taxes,1
#conservative,#impeachbiden,1
#conservative,#deplorables,1
#conservative,#domesticterrorism,1
#conservative,#terror,1
#conservative,#keirstarmer,1
#conservative,#nyc,1
#conservative,#msnbc,1
#conservative,#foxnews,4
#conservative,#nytimes,1
#conservative,#cnn,3
#conservative,#wsj,1
#conservative,#cnbc,1
#conservative,#politico,1
#conservative,#huffpost,1
#conservative,#newsmax,4
#conservative,#oann,1
#conservative,#npr,1
#conservative,#fox,1
#conservative,#nyt,1
#conservative,#wapo,1
#conservative,#nbc,1
#conservative,#cbs,1
#conservative,#aarp,1
#conservative,#artofthedeal,1
#conservative,#hotel,1
#conservative,#wwjd,1
#conservative,#jesuschristsuperstar,1
#conservative,#jesusislord,1
#conservative,#jesusisking,1
#conservative,#godsplan,1
#conservative,#altright,1
#conservative,#canadaisprogressive,1
#conservative,#narcissist,1
#conservative,#poilievre,1
#conservative,#whitenationalist,1
#conservative,#fascist,2
#conservative,#party,3
#conservative,#lockthemup,1
#conservative,#sanantonio,2
#conservative,#beto,1
#conservative,#satx,2
#conservative,#teamoftomorrow,1
#conservative,#backtheblue,1
#conservative,#bidenisaracist,1
#conservative,#bidenforprison,1
#conservative,#hidenbiden,1
#conservative,#bidenmustresign,1
#conservative,#truckersforfreedom2022,1
#conservative,#thanksjoerogan,1
#conservative,#trump2024tosaveamerica,1
#conservative,#trudeaumustresign,1
#conservative,#gettr,1
#conservative,#otd,1
#conservative,#ronaldreagan,2
#conservative,#presidentreagan,1
#conservative,#ronaldreaganday,1
#conservative,#todayis,1
#conservative,#ronaldreagenday,1
#conservative,#reagan,1
#conservative,#potus,1
#conservative,#40thpresident,1
#conservative,#canpoli,1
#conservative,#wordle,1
#conservative,#bidenisalaughingstock,1
#conservative,#airdrop,1
#conservative,#gofundme,1
#conservative,#giveaways,1
#conservative,#rayan,1
#conservative,#tinderswindler,1
#conservative,#wordle231,1
#conservative,#style,1
#conservative,#shirt,1
#conservative,#shirts,1
#conservative,#wisgop,1
#conservative,#factsmatter,1
#conservative,#left,2
#conservative,#rightnow,1
#conservative,#belief,1
#conservative,#democratshateamerica,1
#conservative,#content,1
#conservative,#voters,2
#conservative,#datascientists,1
#conservative,#nashville,1
#conservative,#startup,1
#conservative,#tech,1
#conservative,#forprofit,1
#conservative,#marijuana,1
#conservative,#candaceowens,2
#conservative,#kanyewest,1
#conservative,#kanye,1
#conservative,#whoopigoldberg,2
#conservative,#cpc,1
#conservative,#whiteevangelical,1
#conservative,#libertarians,1
#conservative,#hatersofdemocracy,1
#conservative,#fakenews,1
#conservative,#jan6thcommittee,1
#conservative,#defundthebbc,1
#conservative,#rino,1
#conservative,#criticalracetheory,1
#conservative,#psaki,1
#conservative,#walworthcounty,1
#conservative,#crack,1
#conservative,#fridaymorning,1
#conservative,#directly,1
#conservative,#attacking,1
#conservative,#families,1
#conservative,#supreme,1
#conservative,#court,1
#conservative,#clarencethomas,1
#conservative,#sad,1
#conservative,#pathetic,1
#conservative,#thelead,1
#conservative,#lol,1
#conservative,#conservativevalues,1
#conservative,#communications,2
#conservative,#director,2
#conservative,#truckersforfreedom,1
#conservative,#leftwing,1
#conservative,#wetheglobalpeople,1
#conservative,#abundanceforall,1
#conservative,#peacethroughabundance,1
#conservative,#zeropointenergy,1
#conservative,#webetterourselves,1
#conservative,#lilwayne,1
#conservative,#melaninpoppin,1
#conservative,#movies,1
#conservative,#patrickswayze,1
#conservative,#powerlifting,1
#conservative,#tishacampbell,1
#conservative,#whoopi,1
#conservative,#politicsforall,1
#conservative,#usnews,1
#conservative,#kag2024,1
#conservative,#texascheck,1
#conservative,#holdtheline,1
#conservative,#iowa,1
#conservative,#breaking,1
#conservative,#bidensamerica,1
#conservative,#openborders,1
#conservative,#drugs,1
#conservative,#outlaw,1
#conservative,#disorder,1
#conservative,#newyorkcity,1
#conservative,#crt,1
#conservative,#afghanistancrisis,1
#conservative,#defundthepolice,1
#conservative,#books,1
#conservative,#bookstagram,1
#conservative,#homophobia,1
#conservative,#lgbt,1
#conservative,#rwnj,1
#conservative,#house,1
#conservative,#values,1
#conservative,#hypocrisy,1
#conservative,#fake,1
#conservative,#winamerica,1
#conservative,#bidenmemes,1
#conservative,#bidensucks,1
#conservative,#sleep,1
#conservative,#az,1
#conservative,#sinema,1
#conservative,#germany,1
#conservative,#uk,1
#conservative,#magatrain,1
#conservative,#bordercrisis,1
#conservative,#nomandates,1
#conservative,#strongertogether,1
#conservative,#ericcarlsonforcongress,1
#conservative,#illinois01,1
#conservative,#failedpolicies,1
#conservative,#wednesdaythought,1
#conservative,#fyp,2
#conservative,#kamala,2
#conservative,#ndp,1
#conservative,#ppc,1
#conservative,#cancelculture,1
#conservative,#s,1
#conservative,#americanmuscle,1
#conservative,#music,1
#conservative,#ford,1
#conservative,#cars,1
#conservative,#car,1
#conservative,#guns,1
#conservative,#rush,1
#conservative,#war,1
#conservative,#votethemallout2022,1
#conservative,#votethemout,1
#conservative,#senate,1
#conservative,#allow,1
#conservative,#day,1
#conservative,#stephenkershnar,1
#conservative,#doublestandard,1
#conservative,#abc,1
#conservative,#hbcus,1
#conservative,#votingrights,1
#conservative,#wakeupamerica,1
#conservative,#wakeupworld,1
#conservative,#bbc,1
#conservative,#skynews,1
#conservative,#conspiracy,1
#conservative,#payattention,1
#conservative,#openyourmind,1
#conservative,#openyoureyes,1
#conservative,#educateyourself,1
#conservative,#opinion,2
#conservative,#voted,1
#conservative,#issues,1
#conservative,#funny,1
#conservative,#anncoulter,1
#conservative,#politicslive,1
#conservative,#blackhistorymonth,1
#conservativenews,#trump,101
#conservativenews,#republican,101
#conservativenews,#conservativenewsdaily,7
#trump,#republican,552
#trump,#republicans,1226
#trump,#comrade,1
#trump,#democrats,817
#trump,#russia,47
#trump,#kremlin,4
#trump,#maga,340
#trump,#hillaryclinton,44
#trump,#riseup,1
#trump,#gop,485
#trump,#clintoncrimefamily,3
#trump,#fbi,11
#trump,#doj,8
#trump,#liars,2
#trump,#obama,25
#trump,#crooks,1
#trump,#leftwing,123
#trump,#world,126
#trump,#politics,527
#trump,#news,182
#trump,#liberal,164
#trump,#leftist,135
#trump,#feminism,128
#trump,#antifa,126
#trump,#political,138
#trump,#donaldtrump,232
#trump,#foolis,1
#trump,#durhamreport,23
#trump,#trumpwasrightabouteverything,7
#trump,#clinton,31
#trump,#corruption,9
#trump,#tuesdayvibe,3
#trump,#trumpwasright,20
#trump,#biden,308
#trump,#covid19,44
#trump,#antivaxxers,5
#trump,#conservativenewsdaily,7
#trump,#america,460
#trump,#american,306
#trump,#americans,288
#trump,#lgbt,206
#trump,#lgbtq,199
#trump,#nfl,37
#trump,#eminem,14
#trump,#eminemkneel,12
#trump,#freedom,184
#trump,#freedomconvoy,60
#trump,#canada,26
#trump,#joerogan,200
#trump,#foxnews,56
#trump,#cnn,77
#trump,#usa,203
#trump,#1a,88
#trump,#2a,92
#trump,#liberty,93
#trump,#patriot,51
#trump,#trump2024,169
#trump,#redwave2022,88
#trump,#democrat,202
#trump,#backtheblue,25
#trump,#veterans,22
#trump,#thankful,19
#trump,#grateful,19
#trump,#blessings,19
#trump,#crookedhillary,1
#trump,#steeledossier,1
#trump,#michaelhorowitz,1
#trump,#michaelsussman,1
#trump,#igordanchenko,1
#trump,#illegalspying,1
#trump,#election2016,1
#trump,#politicalcoup,1
#trump,#jakesullivan,7
#trump,#dnc,6
#trump,#durhamprobe,2
#trump,#johndurham,6
#trump,#bananarepublic,4
#trump,#russiancollusionhoax,1
#trump,#breaking,2
#trump,#media,13
#trump,#suspiciously,1
#trump,#silent,1
#trump,#complicity,1
#trump,#staywoke,10
#trump,#progressive,18
#trump,#republicansaredestroyingamerica,17
#trump,#forward,9
#trump,#change,10
#trump,#trumpsucks,2
#trump,#ukraine,35
#trump,#putin,45
#trump,#nato,20
#trump,#cyberattacks,3
#trump,#treason,16
#trump,#capitolriot,13
#trump,#genocide,2
#trump,#gqp,24
#trump,#truthbetold,3
#trump,#factcheck,3
#trump,#defundpbs,1
#trump,#hillary,24
#trump,#cia,3
#trump,#stopthesteal,3
#trump,#reparations,1
#trump,#coup,5
#trump,#january6,8
#trump,#midterm,2
#trump,#stupidparty,1
#trump,#statusquo,1
#trump,#mcconnellrino,1
#trump,#donothinggop,1
#trump,#liberals,21
#trump,#trudeau,3
#trump,#trudeauisacoward,1
#trump,#trudeauishitler,1
#trump,#justintrudeau,1
#trump,#truckersconvoy,4
#trump,#truckerconvoy2022,1
#trump,#justintrudeauisatyrant,1
#trump,#durham,31
#trump,#russiagate,6
#trump,#acab,3
#trump,#ukraineinvasion,2
#trump,#trumpers,2
#trump,#destroyselfishness,1
#trump,#tiktok,2
#trump,#accounting,1
#trump,#fox,24
#trump,#liar,2
#trump,#cheaters,2
#trump,#donaldjtrump,9
#trump,#ivankatrump,2
#trump,#trumprally,17
#trump,#criminal,3
#trump,#family,1
#trump,#votetrump2024,1
#trump,#christian,13
#trump,#conservatives,72
#trump,#hannity,1
#trump,#atheist,5
#trump,#atheism,5
#trump,#bible,3
#trump,#religion,4
#trump,#sharialaw,1
#trump,#sharia,1
#trump,#inflation,10
#trump,#makeamericagreatagain,47
#trump,#trumptrain,7
#trump,#kag,22
#trump,#keepamericagreat,5
#trump,#americafirst,20
#trump,#conservativememes,4
#trump,#libertarian,10
#trump,#rightwing,8
#trump,#draintheswamp,20
#trump,#bidenworstpresidentever,12
#trump,#forwardtogetherforward,1
#trump,#jesus,8
#trump,#christianity,13
#trump,#capitalism,1
#trump,#catholic,4
#trump,#reublican,1
#trump,#jesuschrist,3
#trump,#tucker,5
#trump,#tuckercarlson,4
#trump,#thebiglie,8
#trump,#foxfakenews,1
#trump,#unitedstates,10
#trump,#president,15
#trump,#january6thinsurrection,7
#trump,#patriots,64
#trump,#omicron,3
#trump,#economy,15
#trump,#stocks,3
#trump,#vaccinemandate,7
#trump,#january6th,45
#trump,#science,17
#trump,#trumpguilty,16
#trump,#stormy,16
#trump,#bluewave2022,3
#trump,#hillarygate,1
#trump,#durhamiscoming,4
#trump,#valentinesday2022,2
#trump,#trumpisacriminal,14
#trump,#trumpisanationaldisgrace,4
#trump,#freesomconvoy,1
#trump,#veteran,2
#trump,#mentalhealthsupport,1
#trump,#military,2
#trump,#watergate,5
#trump,#whitehouse,15
#trump,#election,45
#trump,#perkinscoie,3
#trump,#marcelias,3
#trump,#convoy,3
#trump,#china,14
#trump,#fascism,19
#trump,#fjb,16
#trump,#greatreset,2
#trump,#government,15
#trump,#trumps,1
#trump,#msnbc,24
#trump,#nbc,12
#trump,#abc,2
#trump,#cbs,12
#trump,#fakenews,27
#trump,#midterms2022,6
#trump,#election2022,1
#trump,#vote,26
#trump,#democratsdeliver,7
#trump,#deomcrats,1
#trump,#congress,33
#trump,#primary,1
#trump,#valentinesday,3
#trump,#getoutandvote,1
#trump,#scotus,8
#trump,#democracy,40
#trump,#earlyvoting,1
#trump,#sovereignty,2
#trump,#valentine,1
#trump,#mikepence,17
#trump,#pence,18
#trump,#trumpcult,35
#trump,#joeroganexperience,100
#trump,#spotify,109
#trump,#protip,1
#trump,#lifehack,1
#trump,#cabal,3
#trump,#deepstate,10
#trump,#russiancollusion,2
#trump,#data,2
#trump,#poll,15
#trump,#survey,1
#trump,#gopbetrayedamerica,9
#trump,#mitchmcconnell,15
#trump,#kevinmccarthy,3
#trump,#3martinilunch,1
#trump,#oil,1
#trump,#polls,2
#trump,#trumpderangmentsyndrome,1
#trump,#rino,5
#trump,#jan6th,10
#trump,#hoax,1
#trump,#fraud,2
#trump,#youstupidsonofabitch,1
#trump,#wakeupamerica,2
#trump,#elections,32
#trump,#opinion,6
#trump,#provemewrong,1
#trump,#immigration,2
#trump,#bordercrisis,2
#trump,#fascist,11
#trump,#constitution,5
#trump,#nytimes,14
#trump,#wsj,11
#trump,#cnbc,10
#trump,#politico,11
#trump,#huffpost,11
#trump,#newsmax,17
#trump,#oann,10
#trump,#npr,10
#trump,#nyt,13
#trump,#wapo,11
#trump,#pbs,9
#trump,#history,5
#trump,#elections2022,2
#trump,#propaganda,2
#trump,#framed,1
#trump,#spied,2
#trump,#thiel,2
#trump,#cheney,19
#trump,#themakeamericagreatagain,1
#trump,#kennethgriffin,1
#trump,#senate,17
#trump,#wyoming,1
#trump,#us,15
#trump,#lizcheney,3
#trump,#citadel,1
#trump,#maga2020,26
#trump,#special,1
#trump,#counsel,1
#trump,#on,3
#trump,#while,1
#trump,#he,1
#trump,#was,1
#trump,#collusion,2
#trump,#crime,4
#trump,#crooked,1
#trump,#fake,1
#trump,#hacking,1
#trump,#servers,1
#trump,#sussman,1
#trump,#grifter,1
#trump,#trumpcrime,1
#trump,#presidential,1
#trump,#disqualified,1
#trump,#candidate,1
#trump,#borothstein,1
#trump,#presidency,2
#trump,#msm,9
#trump,#obamagate,5
#trump,#letsgobrandon,23
#trump,#crossover,1
#trump,#voting,9
#trump,#ohio,3
#trump,#dolan,1
#trump,#stormisuponus,1
#trump,#thepresident,1
#trump,#fisagate,2
#trump,#taxation,1
#trump,#taxes,5
#trump,#sittingpresident,1
#trump,#fbigate,1
#trump,#lies,6
#trump,#presidenttrump,8
#trump,#flags,8
#trump,#usaflags,8
#trump,#joebiden,88
#trump,#trumpsaveamerica,21
#trump,#republicanparty,61
#trump,#americanlgnd,25
#trump,#americanlgnds,25
#trump,#ron,1
#trump,#desantis,6
#trump,#is,2
#trump,#the,3
#trump,#clear,1
#trump,#alternative,1
#trump,#for,2
#trump,#arresthillary,1
#trump,#spying,2
#trump,#lockherup,11
#trump,#theyspied,1
#trump,#justicematters,1
#trump,#trump2024tosaveamerica,24
#trump,#latinosenusa,12
#trump,#latinosenmiami,11
#trump,#latinosunidos,7
#trump,#latinafortrump,16
#trump,#latinosdelmundo,11
#trump,#arkansas,2
#trump,#tomcotton,2
#trump,#trumpcoupattempt,16
#trump,#trumpcrimefamily,15
#trump,#democratic,12
#trump,#whatlosinglookslike,1
#trump,#partyoftrump,1
#trump,#everythingtrumptouchesdies,1
#trump,#theendofthegop,1
#trump,#donors,1
#trump,#cowards,5
#trump,#far,1
#trump,#qanon,11
#trump,#americadivided,1
#trump,#republicancult,1
#trump,#bidencorrupt,12
#trump,#mask,6
#trump,#lockdown,6
#trump,#2020election,6
#trump,#vaccines,2
#trump,#butheremails,3
#trump,#fuxnews,1
#trump,#trumpcrimefamilyforprison,5
#trump,#trumpisalaughingstock,2
#trump,#kukrukoo,1
#trump,#presidentsarenotkings,8
#trump,#quote,8
#trump,#politician,8
#trump,#illustration,8
